ID,Type,X,Y,Target,Key,ScrollY,Time
"29","touchmove","517.77783203125","247.40744018554688","DIV","","0","1754822477542"
"29","touchmove","498.1481628417969","337.4074401855469","DIV","","0","1754822477742"
"29","touchmove","497.03704833984375","340.74078369140625","DIV","","0","1754822477829"
"29","touchend","497.03704833984375","340.74078369140625","DIV","","0","1754822477829"
"29","touchstart","230.00001525878906","434.81488037109375","BUTTON","","0","1754822480147"
"29","touchend","230.00001525878906","434.81488037109375","BUTTON","","0","1754822480189"
"29","mousemove","230","434","","","","1754822480192"
"29","touchstart","629.2593383789062","429.25927734375","BUTTON","","0","1754822481479"
"29","touchend","628.888916015625","429.25927734375","BUTTON","","0","1754822481555"
"29","mousemove","629","429","","","","1754822481560"
"29","touchstart","1081.1112060546875","433.7037353515625","BUTTON","","0","1754822482543"
"29","touchend","1081.4815673828125","433.7037353515625","BUTTON","","0","1754822482619"
"29","mousemove","1081","433","","","","1754822482624"
"29","touchstart","1285.185302734375","484.4444580078125","DIV","","0","1754822483027"
"29","touchmove","1282.2222900390625","455.5555725097656","DIV","","0","1754822483094"
"29","touchmove","1283.3333740234375","441.85186767578125","DIV","","0","1754822483109"
"29","touchmove","1295.926025390625","395.5555725097656","DIV","","0","1754822483143"
"29","touchmove","1369.6297607421875","198.14816284179688","DIV","","0","1754822483376"
"29","touchmove","1382.5926513671875","150.7407684326172","DIV","","0","1754822483576"
"29","touchmove","1385.185302734375","146.6666717529297","DIV","","0","1754822483634"
"29","touchend","1385.185302734375","146.6666717529297","DIV","","0","1754822483634"
"29","touchstart","303.7037048339844","455.1852111816406","BUTTON","","0","1754822484621"
"29","touchend","303.7037048339844","455.1852111816406","BUTTON","","0","1754822484651"
"29","mousemove","303","455","","","","1754822484653"
"29","touchstart","689.2593383789062","472.9629821777344","BUTTON","","0","1754822485370"
"29","touchend","689.2593383789062","472.9629821777344","BUTTON","","0","1754822485437"
"29","mousemove","689","472","","","","1754822485442"
"29","touchstart","1012.2222900390625","477.7778015136719","BUTTON","","0","1754822486089"
"29","touchend","1012.2222900390625","477.7778015136719","BUTTON","","0","1754822486165"
"29","mousemove","1012","477","","","","1754822486170"
"29","touchstart","916.2963256835938","535.1851806640625","DIV","","0","1754822486687"
"29","touchmove","915.9259643554688","513.3333740234375","DIV","","0","1754822486762"
"29","touchmove","916.2963256835938","506.29632568359375","DIV","","0","1754822486776"
"29","touchmove","920.3704223632812","469.25933837890625","DIV","","0","1754822486810"
"29","touchmove","1006.2963256835938","187.7777862548828","DIV","","0","1754822487013"
"29","touchmove","1017.037109375","141.11111450195312","DIV","","0","1754822487170"
"29","touchend","1017.037109375","141.11111450195312","DIV","","0","1754822487170"
"29","touchstart","240.74075317382812","443.3333435058594","BUTTON","","0","1754822488130"
"29","touchend","242.96298217773438","442.9629821777344","BUTTON","","0","1754822488192"
"29","mousemove","240","443","","","","1754822488197"
"29","touchstart","703.7037963867188","427.4074401855469","BUTTON","","0","1754822489013"
"29","touchend","703.7037963867188","428.1481628417969","BUTTON","","0","1754822489101"
"29","mousemove","703","427","","","","1754822489104"
"29","touchstart","1071.1112060546875","444.0740966796875","BUTTON","","0","1754822490306"
"29","touchend","1071.1112060546875","444.0740966796875","BUTTON","","0","1754822490415"
"29","mousemove","1071","444","","","","1754822490420"
"29","touchstart","919.25927734375","548.148193359375","DIV","","0","1754822490740"
"29","touchmove","913.3333740234375","526.2963256835938","DIV","","0","1754822490798"
"29","touchmove","912.9630126953125","517.037109375","DIV","","0","1754822490809"
"29","touchmove","911.1111450195312","483.7037658691406","DIV","","0","1754822490843"
"29","touchmove","927.407470703125","270","DIV","","0","1754822491044"
"29","touchmove","927.037109375","232.96299743652344","DIV","","0","1754822491169"
"29","touchend","927.037109375","232.96299743652344","DIV","","0","1754822491169"
"29","touchstart","399.25927734375","477.7778015136719","BUTTON","","0","1754822491896"
"29","touchend","399.629638671875","477.7778015136719","BUTTON","","0","1754822491952"
"29","mousemove","399","477","","","","1754822491958"
"29","touchstart","779.25927734375","484.4444580078125","BUTTON","","0","1754822492963"
"29","touchend","779.25927734375","484.4444580078125","BUTTON","","0","1754822493041"
"29","mousemove","779","484","","","","1754822493044"
"29","touchstart","1178.148193359375","484.4444580078125","BUTTON","","0","1754822494060"
"29","touchend","1178.148193359375","484.4444580078125","BUTTON","","0","1754822494124"
"29","mousemove","1178","484","","","","1754822494129"
"29","touchstart","922.9630126953125","539.2593383789062","DIV","","0","1754822494497"
"29","touchmove","916.6666870117188","521.4815673828125","DIV","","0","1754822494536"
"29","touchmove","914.8148803710938","503.3333435058594","DIV","","0","1754822494559"
"29","touchmove","915.1852416992188","458.888916015625","DIV","","0","1754822494593"
"29","touchmove","967.037109375","190.37037658691406","DIV","","0","1754822494826"
"29","touchmove","967.77783203125","175.9259490966797","DIV","","0","1754822494935"
"29","touchend","967.77783203125","175.9259490966797","DIV","","0","1754822494936"
"29","touchstart","372.5926208496094","467.7778015136719","BUTTON","","0","1754822495814"
"29","touchend","375.5555725097656","467.7778015136719","BUTTON","","0","1754822495883"
"29","mousemove","372","467","","","","1754822495888"
"29","touchstart","782.9630126953125","490.0000305175781","BUTTON","","0","1754822496797"
"29","touchend","782.9630126953125","490.0000305175781","BUTTON","","0","1754822496879"
"29","mousemove","782","490","","","","1754822496884"
"29","touchstart","1171.85205078125","495.1852111816406","BUTTON","","0","1754822497759"
"29","touchend","1171.4815673828125","494.81488037109375","BUTTON","","0","1754822497839"
"29","mousemove","1171","495","","","","1754822497846"
"29","touchstart","892.5926513671875","560.7407836914062","DIV","","0","1754822498201"
"29","touchmove","888.5185546875","542.9630126953125","DIV","","0","1754822498246"
"29","touchmove","887.77783203125","535.1851806640625","DIV","","0","1754822498260"
"29","touchmove","887.77783203125","497.037109375","DIV","","0","1754822498294"
"29","touchmove","946.6666870117188","231.4814910888672","DIV","","0","1754822498495"
"29","touchmove","958.148193359375","168.14816284179688","DIV","","0","1754822498637"
"29","touchend","958.148193359375","168.14816284179688","DIV","","0","1754822498637"
"29","touchstart","306.66668701171875","458.5185546875","BUTTON","","0","1754822499645"
"29","touchend","306.66668701171875","458.888916015625","BUTTON","","0","1754822499718"
"29","mousemove","306","458","","","","1754822499723"
"29","touchstart","782.9630126953125","465.5555725097656","BUTTON","","0","1754822501231"
"29","touchend","782.9630126953125","465.5555725097656","BUTTON","","0","1754822501288"
"29","mousemove","782","465","","","","1754822501296"
"29","touchstart","1095.1851806640625","463.3333435058594","BUTTON","","0","1754822502227"
"29","touchend","1091.8519287109375","461.11114501953125","BUTTON","","0","1754822502328"
"29","mousemove","1095","463","","","","1754822502332"
"29","touchstart","967.407470703125","589.2593383789062","DIV","","0","1754822502638"
"29","touchmove","964.0740966796875","570.3704223632812","DIV","","0","1754822502685"
"29","touchmove","963.3333740234375","562.9630126953125","DIV","","0","1754822502694"
"29","touchmove","962.9630126953125","538.148193359375","DIV","","0","1754822502727"
"29","touchmove","1001.4815063476562","290.3703918457031","DIV","","0","1754822502928"
"29","touchmove","1009.25927734375","211.8518829345703","DIV","","0","1754822503083"
"29","touchend","1009.25927734375","211.8518829345703","DIV","","0","1754822503083"
"29","touchstart","236.6666717529297","437.7778015136719","BUTTON","","0","1754822504599"
"29","touchend","237.7777862548828","437.7778015136719","BUTTON","","0","1754822504646"
"29","mousemove","236","437","","","","1754822504649"
"29","touchstart","632.2222290039062","439.25933837890625","BUTTON","","0","1754822505479"
"29","touchend","632.9630126953125","440.37042236328125","BUTTON","","0","1754822505539"
"29","mousemove","632","439","","","","1754822505544"
"29","touchstart","1023.7037353515625","441.85186767578125","BUTTON","","0","1754822506476"
"29","touchend","1021.4815063476562","442.5926513671875","BUTTON","","0","1754822506554"
"29","mousemove","1023","441","","","","1754822506558"
"29","touchstart","854.8148803710938","564.0740966796875","DIV","","0","1754822507712"
"29","touchmove","855.5556030273438","543.3333740234375","DIV","","0","1754822507757"
"29","touchmove","857.407470703125","525.5556030273438","DIV","","0","1754822507777"
"29","touchmove","865.5556030273438","482.5926513671875","DIV","","0","1754822507810"
"29","touchmove","917.77783203125","254.8148193359375","DIV","","0","1754822508012"
"29","touchmove","924.4444580078125","205.55557250976562","DIV","","0","1754822508163"
"29","touchend","924.4444580078125","205.55557250976562","DIV","","0","1754822508163"
"29","touchstart","251.1111297607422","437.7778015136719","BUTTON","","0","1754822509522"
"29","touchend","251.85186767578125","439.25933837890625","BUTTON","","0","1754822509564"
"29","mousemove","251","437","","","","1754822509567"
"29","touchstart","615.5556030273438","436.66668701171875","BUTTON","","0","1754822510689"
"29","touchend","615.926025390625","437.7778015136719","BUTTON","","0","1754822510750"
"29","mousemove","615","436","","","","1754822510757"
"29","touchstart","1162.2222900390625","457.4074401855469","BUTTON","","0","1754822511507"
"29","touchend","1162.2222900390625","457.4074401855469","BUTTON","","0","1754822511609"
"29","mousemove","1162","448","","","","1754822511616"
"29","touchstart","930.0000610351562","540.7407836914062","DIV","","0","1754822512072"
"29","touchmove","922.5926513671875","521.1111450195312","DIV","","0","1754822512121"
"29","touchmove","920.7407836914062","504.4444580078125","DIV","","0","1754822512144"
"29","touchmove","918.888916015625","467.7778015136719","DIV","","0","1754822512178"
"29","touchmove","949.25927734375","237.03704833984375","DIV","","0","1754822512381"
"29","touchmove","954.4445190429688","186.29632568359375","DIV","","0","1754822512533"
"29","touchend","954.4445190429688","186.29632568359375","DIV","","0","1754822512534"
"29","touchstart","235.92593383789062","451.11114501953125","BUTTON","","0","1754822513503"
"29","touchend","237.4074249267578","451.11114501953125","BUTTON","","0","1754822513553"
"29","touchstart","624.4444580078125","462.5926513671875","BUTTON","","0","1754822514114"
"29","touchend","624.4444580078125","462.5926513671875","BUTTON","","0","1754822514181"
"29","mousemove","624","452","","","","1754822514187"
"29","touchstart","314.8148193359375","436.29632568359375","BUTTON","","0","1754822515432"
"29","touchend","316.29632568359375","436.66668701171875","BUTTON","","0","1754822515484"
"29","mousemove","314","436","","","","1754822515487"
"29","touchstart","1077.407470703125","440.37042236328125","BUTTON","","0","1754822517359"
"29","touchend","1077.407470703125","440.37042236328125","BUTTON","","0","1754822517415"
"29","mousemove","1077","440","","","","1754822517421"
"29","touchstart","927.037109375","505.5555725097656","DIV","","0","1754822517777"
"29","touchmove","928.888916015625","485.5555725097656","DIV","","0","1754822517809"
"29","touchmove","932.5926513671875","457.4074401855469","DIV","","0","1754822517844"
"29","touchmove","986.2963256835938","198.5185546875","DIV","","0","1754822518045"
"29","touchmove","1000.0000610351562","141.11111450195312","DIV","","0","1754822518196"
"29","touchend","1000.0000610351562","141.11111450195312","DIV","","0","1754822518197"
"29","touchstart","307.4074401855469","447.7778015136719","BUTTON","","0","1754822519131"
"29","touchend","307.4074401855469","449.25933837890625","BUTTON","","0","1754822519179"
"29","mousemove","307","447","","","","1754822519186"
"29","touchstart","701.4815673828125","438.1482238769531","BUTTON","","0","1754822520295"
"29","touchend","701.8518676757812","438.1482238769531","BUTTON","","0","1754822520362"
"29","mousemove","701","438","","","","1754822520368"
"29","touchstart","1028.888916015625","447.037109375","BUTTON","","0","1754822521158"
"29","touchend","1028.888916015625","447.037109375","BUTTON","","0","1754822521186"
"29","mousemove","1028","447","","","","1754822521191"
"29","touchstart","926.6666870117188","573.3333740234375","DIV","","0","1754822521617"
"29","touchmove","918.888916015625","556.6666870117188","DIV","","0","1754822521681"
"29","touchmove","918.5185546875","549.629638671875","DIV","","0","1754822521693"
"29","touchmove","916.2963256835938","514.8148803710938","DIV","","0","1754822521727"
"29","touchmove","952.9630126953125","246.29632568359375","DIV","","0","1754822521961"
"29","touchmove","952.5926513671875","230.00001525878906","DIV","","0","1754822522046"
"29","touchend","952.5926513671875","230.00001525878906","DIV","","0","1754822522047"
"29","touchstart","392.5926208496094","484.0740966796875","BUTTON","","0","1754822573004"
"29","touchend","392.5926208496094","484.0740966796875","BUTTON","","0","1754822573008"
"29","mousemove","392","484","","","","1754822573016"
"29","touchstart","627.4074096679688","472.2222595214844","BUTTON","","0","1754822573906"
"29","touchend","627.4074096679688","471.85186767578125","BUTTON","","0","1754822573976"
"29","mousemove","627","472","","","","1754822573980"
"29","touchstart","1047.407470703125","397.03704833984375","IMG","","0","1754822575328"
"29","touchmove","1052.2222900390625","379.25927734375","IMG","","0","1754822575385"
"29","touchmove","1053.7037353515625","373.7037353515625","IMG","","0","1754822575396"
"29","touchmove","1058.888916015625","352.9630126953125","IMG","","0","1754822575430"
"29","touchmove","1087.407470703125","234.07411193847656","IMG","","0","1754822575664"
"29","touchmove","1089.25927734375","224.8148193359375","IMG","","0","1754822575759"
"29","touchend","1089.25927734375","224.8148193359375","IMG","","0","1754822575759"
"29","touchstart","1010.3704223632812","311.8518981933594","BUTTON","","0","1754822576011"
"29","touchend","1010.3704223632812","311.8518981933594","BUTTON","","0","1754822576073"
"29","mousemove","1010","311","","","","1754822576080"
"29","touchstart","852.5926513671875","544.0740966796875","DIV","","0","1754822576394"
"29","touchmove","851.8518676757812","524.4444580078125","DIV","","0","1754822576487"
"29","touchmove","851.8518676757812","517.4074096679688","DIV","","0","1754822576497"
"29","touchmove","854.0740966796875","489.25933837890625","DIV","","0","1754822576533"
"29","touchmove","894.0740966796875","314.8148193359375","DIV","","0","1754822576765"
"29","touchmove","900.3704223632812","292.5926208496094","DIV","","0","1754822576871"
"29","touchend","900.3704223632812","292.5926208496094","DIV","","0","1754822576871"
"29","touchstart","378.5185546875","433.3333435058594","BUTTON","","0","1754822577585"
"29","touchend","379.629638671875","434.0740966796875","BUTTON","","0","1754822577638"
"29","mousemove","378","433","","","","1754822577646"
"29","touchstart","697.77783203125","438.888916015625","BUTTON","","0","1754822579152"
"29","touchend","698.1482543945312","438.888916015625","BUTTON","","0","1754822579206"
"29","mousemove","697","438","","","","1754822579209"
"29","touchstart","1020.7407836914062","440.7407531738281","BUTTON","","0","1754822580596"
"29","touchend","1020.7407836914062","440.7407531738281","BUTTON","","0","1754822580660"
"29","mousemove","1020","440","","","","1754822580666"
"29","touchstart","952.2222900390625","572.5926513671875","DIV","","0","1754822580919"
"29","touchmove","949.6296997070312","555.1852416992188","DIV","","0","1754822580986"
"29","touchmove","947.77783203125","530.7407836914062","DIV","","0","1754822581014"
"29","touchmove","963.7037353515625","335.1852111816406","DIV","","0","1754822581215"
"29","touchmove","992.5926513671875","183.70372009277344","DIV","","0","1754822581415"
"29","touchmove","992.5926513671875","177.40744018554688","DIV","","0","1754822581455"
"29","touchend","992.5926513671875","177.40744018554688","DIV","","0","1754822581455"
"29","touchstart","324.8148193359375","398.888916015625","BUTTON","","0","1754822583482"
"29","touchend","325.1852111816406","399.25927734375","BUTTON","","0","1754822583516"
"29","mousemove","324","398","","","","1754822583520"
"29","touchstart","629.629638671875","423.7037353515625","BUTTON","","0","1754822584281"
"29","touchend","631.1111450195312","423.7037353515625","BUTTON","","0","1754822584372"
"29","mousemove","629","423","","","","1754822584375"
"29","touchstart","1167.037109375","404.0740966796875","BUTTON","","0","1754822585246"
"29","touchend","1167.037109375","404.0740966796875","BUTTON","","0","1754822585304"
"29","mousemove","1167","404","","","","1754822585307"
"29","touchstart","944.0740966796875","557.4074096679688","DIV","","0","1754822585611"
"29","touchmove","939.6296997070312","535.926025390625","DIV","","0","1754822585670"
"29","touchmove","937.77783203125","506.29632568359375","DIV","","0","1754822585698"
"29","touchmove","961.8518676757812","275.5555725097656","DIV","","0","1754822585899"
"29","touchmove","971.1111450195312","232.5926055908203","DIV","","0","1754822586010"
"29","touchend","971.1111450195312","232.5926055908203","DIV","","0","1754822586010"
"29","touchstart","230.74075317382812","460.7407531738281","BUTTON","","0","1754822586871"
"29","touchend","231.85186767578125","462.5926513671875","BUTTON","","0","1754822586918"
"29","mousemove","230","460","","","","1754822586921"
"29","touchstart","632.2222290039062","447.037109375","BUTTON","","0","1754822587657"
"29","touchend","632.2222290039062","447.037109375","BUTTON","","0","1754822587723"
"29","mousemove","632","447","","","","1754822587729"
"29","touchstart","1028.5185546875","448.888916015625","BUTTON","","0","1754822588207"
"29","touchend","1028.5185546875","448.888916015625","BUTTON","","0","1754822588280"
"29","mousemove","1028","448","","","","1754822588284"
"29","touchstart","951.8518676757812","555.926025390625","DIV","","0","1754822588533"
"29","touchmove","954.0740966796875","535.1851806640625","DIV","","0","1754822588590"
"29","touchmove","955.1852416992188","516.2963256835938","DIV","","0","1754822588614"
"29","touchmove","981.4815063476562","236.29632568359375","DIV","","0","1754822588814"
"29","touchmove","1000.3704223632812","125.5555648803711","DIV","","0","1754822588966"
"29","touchend","1000.3704223632812","125.5555648803711","DIV","","0","1754822588966"
"29","touchstart","312.5926208496094","380.3703918457031","BUTTON","","0","1754822589647"
"29","touchend","312.9630126953125","380.7407531738281","BUTTON","","0","1754822589697"
"29","mousemove","312","380","","","","1754822589700"
"29","touchstart","625.1852416992188","378.1481628417969","BUTTON","","0","1754822590398"
"29","touchend","625.1852416992188","378.1481628417969","BUTTON","","0","1754822590450"
"29","mousemove","625","378","","","","1754822590455"
"29","touchstart","1011.1111450195312","390.3703918457031","BUTTON","","0","1754822591226"
"29","touchend","1011.1111450195312","390.3703918457031","BUTTON","","0","1754822591293"
"29","mousemove","1011","390","","","","1754822591296"
"29","touchstart","914.0740966796875","539.629638671875","DIV","","0","1754822591548"
"29","touchmove","915.5556030273438","521.8518676757812","DIV","","0","1754822591590"
"29","touchmove","917.037109375","502.9629821777344","DIV","","0","1754822591614"
"29","touchmove","955.9259643554688","250.37037658691406","DIV","","0","1754822591814"
"29","touchmove","965.9259643554688","177.7777862548828","DIV","","0","1754822591931"
"29","touchend","965.9259643554688","177.7777862548828","DIV","","0","1754822591931"
"29","touchstart","322.9630126953125","371.8518981933594","BUTTON","","0","1754822592735"
"29","touchend","322.9630126953125","371.8518981933594","BUTTON","","0","1754822592793"
"29","mousemove","322","371","","","","1754822592796"
"29","touchstart","701.1111450195312","367.4074401855469","BUTTON","","0","1754822594614"
"29","touchend","701.4815673828125","367.7778015136719","BUTTON","","0","1754822594656"
"29","mousemove","701","367","","","","1754822594660"
"29","touchstart","1016.6666870117188","378.888916015625","BUTTON","","0","1754822595385"
"29","touchend","1016.6666870117188","378.888916015625","BUTTON","","0","1754822595428"
"29","mousemove","1016","378","","","","1754822595431"
"29","touchstart","908.5185546875","535.926025390625","DIV","","0","1754822595717"
"29","touchmove","905.5556030273438","516.2963256835938","DIV","","0","1754822595756"
"29","touchmove","904.0740966796875","493.3333435058594","DIV","","0","1754822595781"
"29","touchmove","921.4815063476562","267.4074401855469","DIV","","0","1754822595982"
"29","touchmove","918.888916015625","254.07411193847656","DIV","","0","1754822596031"
"29","touchend","918.888916015625","254.07411193847656","DIV","","0","1754822596031"
"29","touchstart","243.33334350585938","455.1852111816406","BUTTON","","0","1754822596604"
"29","touchend","243.33334350585938","455.1852111816406","BUTTON","","0","1754822596662"
"29","mousemove","243","455","","","","1754822596665"
"29","touchstart","691.1111450195312","447.4074401855469","BUTTON","","0","1754822597478"
"29","touchend","691.8518676757812","447.7778015136719","BUTTON","","0","1754822597545"
"29","mousemove","691","447","","","","1754822597548"
"29","touchstart","1145.926025390625","456.29632568359375","BUTTON","","0","1754822598556"
"29","touchend","1145.926025390625","456.29632568359375","BUTTON","","0","1754822598613"
"29","mousemove","1145","456","","","","1754822598616"
"29","touchstart","938.888916015625","581.8518676757812","DIV","","0","1754822598902"
"29","touchmove","934.0740966796875","565.5556030273438","DIV","","0","1754822598934"
"29","touchmove","932.9630126953125","555.926025390625","DIV","","0","1754822598948"
"29","touchmove","931.1111450195312","505.9259948730469","DIV","","0","1754822598981"
"29","touchmove","977.407470703125","254.8148193359375","DIV","","0","1754822599182"
"29","touchmove","974.4445190429688","235.92593383789062","DIV","","0","1754822599257"
"29","touchend","974.4445190429688","235.92593383789062","DIV","","0","1754822599258"
"29","touchstart","395.9259338378906","445.9259948730469","BUTTON","","0","1754822600028"
"29","touchend","397.4074401855469","447.4074401855469","BUTTON","","0","1754822600079"
"29","mousemove","395","445","","","","1754822600083"
"29","touchstart","621.1111450195312","479.25933837890625","BUTTON","","0","1754822601036"
"29","touchend","620.7407836914062","481.11114501953125","BUTTON","","0","1754822601093"
"29","mousemove","621","479","","","","1754822601097"
"29","touchstart","1089.25927734375","454.0740966796875","BUTTON","","0","1754822602110"
"29","touchend","1089.25927734375","454.0740966796875","BUTTON","","0","1754822602170"
"29","mousemove","1089","454","","","","1754822602172"
"29","touchstart","933.7037353515625","581.1111450195312","DIV","","0","1754822602449"
"29","touchmove","931.4815063476562","562.2222290039062","DIV","","0","1754822602490"
"29","touchmove","930.3704223632812","552.2222290039062","DIV","","0","1754822602498"
"29","touchmove","928.888916015625","516.2963256835938","DIV","","0","1754822602532"
"29","touchmove","961.4815063476562","257.03704833984375","DIV","","0","1754822602733"
"29","touchmove","962.2222900390625","217.03704833984375","DIV","","0","1754822602848"
"29","touchend","962.2222900390625","217.03704833984375","DIV","","0","1754822602848"
"29","touchstart","244.07408142089844","493.3333435058594","BUTTON","","0","1754822603488"
"29","touchend","244.07408142089844","493.3333435058594","BUTTON","","0","1754822603562"
"29","mousemove","244","482","","","","1754822603564"
"29","touchstart","630.7407836914062","473.7037658691406","BUTTON","","0","1754822604342"
"29","touchend","632.9630126953125","473.7037658691406","BUTTON","","0","1754822604400"
"29","mousemove","630","473","","","","1754822604404"
"29","touchstart","1008.148193359375","476.66668701171875","BUTTON","","0","1754822604972"
"29","touchend","1008.148193359375","476.66668701171875","BUTTON","","0","1754822605046"
"29","mousemove","1008","476","","","","1754822605050"
"29","touchstart","938.148193359375","547.037109375","DIV","","0","1754822605316"
"29","touchmove","939.6296997070312","525.5556030273438","DIV","","0","1754822605348"
